지역,세부지역,좌표,년,월,"Total Monthly Precipitation
 (in millimeters)(강수량)","Mean Daily Air Temperature
 (in deg Celsius) 
평균 일일 공기 온도(도)","Mean Daily Minimum Air Temperature
 (in deg Celsius) 
 일일최소 온도(도)","Mean Daily Maximum Air Temperature
 (in deg Celsius)  
일일최대 온도(도)",Regosol,Cambisol,Fluvisol,Arenosols,Solonchak,Rendzina,Podzols,Lithosols,Gleysols,Phaeozems,Ferralsols,Luvisol,Histosols,Acrisols,Andosols,Outcrops,과일
페루,TRUJILLO1,"-8.123549, -79.063414",2010,5,0.0,18.3,16.4,20.6,0.20,0.00,0.00,0.50,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO1,"-8.123549, -79.063415",2011,5,0.0,18.3,16.4,20.6,0.20,0.00,0.00,0.50,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO1,"-8.123549, -79.063416",2012,5,0.0,18.3,16.4,20.6,0.20,0.00,0.00,0.50,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO1,"-8.123549, -79.063417",2013,5,0.0,18.3,16.4,20.6,0.20,0.00,0.00,0.50,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO1,"-8.123549, -79.063418",2014,5,0.7,19.4,18.1,21.7,0.20,0.00,0.00,0.50,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO1,"-8.123549, -79.063419",2015,5,25.0,22.6,20.7,24.5,0.20,0.00,0.00,0.50,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO1,"-8.123549, -79.063420",2010,6,0.0,18.1,16.4,20.2,0.20,0.00,0.00,0.50,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO1,"-8.123549, -79.063421",2011,6,0.0,19.0,17.2,21.1,0.20,0.00,0.00,0.50,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO1,"-8.123549, -79.063422",2012,6,0.0,20.3,18.3,23.1,0.20,0.00,0.00,0.50,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO1,"-8.123549, -79.063423",2013,6,0.0,17.6,15.8,19.6,0.20,0.00,0.00,0.50,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO1,"-8.123549, -79.063424",2014,6,0.0,19.5,17.9,22.0,0.20,0.00,0.00,0.50,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO1,"-8.123549, -79.063425",2015,6,0.0,22.1,20.2,23.9,0.20,0.00,0.00,0.50,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO1,"-8.123549, -79.063426",2010,7,0.0,18.2,16.5,20.5,0.20,0.00,0.00,0.50,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO1,"-8.123549, -79.063427",2011,7,0.0,18.9,17.1,21.1,0.20,0.00,0.00,0.50,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO1,"-8.123549, -79.063428",2012,7,0.0,20.1,18.4,22.5,0.20,0.00,0.00,0.50,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO1,"-8.123549, -79.063429",2013,7,0.3,17.6,15.8,19.7,0.20,0.00,0.00,0.50,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO1,"-8.123549, -79.063430",2014,7,0.6,19.3,17.7,21.8,0.20,0.00,0.00,0.50,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO1,"-8.123549, -79.063431",2015,7,0.0,19.1,16.7,21.4,0.20,0.00,0.00,0.50,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO1,"-8.123549, -79.063432",2010,8,0.0,19.0,17.0,21.0,0.20,0.00,0.00,0.50,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO1,"-8.123549, -79.063433",2011,8,0.0,18.9,17.5,21.4,0.20,0.00,0.00,0.50,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO1,"-8.123549, -79.063434",2012,8,0.0,20.4,18.3,22.6,0.20,0.00,0.00,0.50,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO1,"-8.123549, -79.063435",2013,8,0.8,17.6,15.9,19.8,0.20,0.00,0.00,0.50,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO1,"-8.123549, -79.063436",2014,8,2.1,19.2,17.7,21.9,0.20,0.00,0.00,0.50,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO1,"-8.123549, -79.063437",2015,8,0.0,18.2,15.8,20.7,0.20,0.00,0.00,0.50,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO1,"-8.123549, -79.063438",2010,9,0.0,19.0,16.6,21.5,0.20,0.00,0.00,0.50,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO1,"-8.123549, -79.063439",2011,9,0.4,18.9,16.6,21.2,0.20,0.00,0.00,0.50,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO1,"-8.123549, -79.063440",2012,9,0.0,20.3,18.0,22.9,0.20,0.00,0.00,0.50,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO1,"-8.123549, -79.063441",2013,9,0.0,17.9,16.4,20.0,0.20,0.00,0.00,0.50,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO1,"-8.123549, -79.063442",2014,9,0.5,19.6,17.8,21.9,0.20,0.00,0.00,0.50,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO1,"-8.123549, -79.063443",2015,9,0.0,20.0,17.8,22.3,0.20,0.00,0.00,0.50,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO1,"-8.123549, -79.063444",2010,10,0.0,18.8,17.2,21.3,0.20,0.00,0.00,0.50,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO1,"-8.123549, -79.063445",2011,10,0.3,19.2,17.5,20.8,0.20,0.00,0.00,0.50,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO1,"-8.123549, -79.063446",2012,10,0.0,20.2,18.0,22.8,0.20,0.00,0.00,0.50,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO1,"-8.123549, -79.063447",2013,10,0.1,18.1,16.2,20.1,0.20,0.00,0.00,0.50,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO1,"-8.123549, -79.063448",2014,10,0.4,19.6,18.2,21.9,0.20,0.00,0.00,0.50,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO1,"-8.123549, -79.063449",2015,10,0.0,20.0,18.0,21.9,0.20,0.00,0.00,0.50,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO1,"-8.123549, -79.063450",2010,11,0.6,18.9,16.7,21.4,0.20,0.00,0.00,0.50,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO1,"-8.123549, -79.063451",2011,11,4.3,19.0,17.3,21.1,0.20,0.00,0.00,0.50,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO1,"-8.123549, -79.063452",2012,11,0.0,19.9,18.1,22.2,0.20,0.00,0.00,0.50,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO1,"-8.123549, -79.063453",2013,11,0.1,17.8,15.8,19.8,0.20,0.00,0.00,0.50,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO1,"-8.123549, -79.063454",2014,11,4.9,19.5,17.7,21.9,0.20,0.00,0.00,0.50,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO1,"-8.123549, -79.063455",2015,11,0.0,19.0,18.7,21.3,0.20,0.00,0.00,0.50,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO1,"-8.123549, -79.063456",2010,12,0.0,19.1,17.0,21.9,0.20,0.00,0.00,0.50,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO1,"-8.123549, -79.063457",2011,12,0.0,18.9,17.3,21.0,0.20,0.00,0.00,0.50,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO1,"-8.123549, -79.063458",2012,12,0.0,20.0,17.9,22.4,0.20,0.00,0.00,0.50,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO1,"-8.123549, -79.063459",2013,12,0.4,18.2,15.8,20.8,0.20,0.00,0.00,0.50,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO1,"-8.123549, -79.063460",2014,12,0.9,19.6,17.9,22.8,0.20,0.00,0.00,0.50,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO1,"-8.123549, -79.063461",2015,12,0.0,19.2,20.0,23.7,0.20,0.00,0.00,0.50,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO2,"35.7, -6.38",2010,1,0.0,19.6,17.6,21.7,0.20,0.70,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO2,"35.7, -6.38",2011,1,0.0,18.5,16.6,20.8,0.20,0.70,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO2,"35.7, -6.38",2012,1,0.0,19.8,17.8,22.0,0.20,0.70,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO2,"35.7, -6.38",2013,1,0.0,18.1,16.4,20.2,0.20,0.70,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO2,"35.7, -6.38",2014,1,8.3,19.8,17.9,22.0,0.20,0.70,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO2,"35.7, -6.38",2015,1,0.0,21.3,19.1,23.6,0.20,0.70,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO2,"35.7, -6.38",2010,2,0.0,19.2,17.2,21.6,0.20,0.70,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO2,"35.7, -6.38",2011,2,0.0,19.0,17.4,21.2,0.20,0.70,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO2,"35.7, -6.38",2012,2,0.0,19.9,18.2,21.8,0.20,0.70,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO2,"35.7, -6.38",2013,2,2.0,18.2,16.4,20.5,0.20,0.70,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO2,"35.7, -6.38",2014,2,5.7,20.0,17.9,22.5,0.20,0.70,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO2,"35.7, -6.38",2015,2,1.0,22.9,20.6,25.1,0.20,0.70,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO2,"35.7, -6.38",2010,3,0.0,19.1,17.2,21.4,0.20,0.70,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO2,"35.7, -6.38",2011,3,0.0,19.1,16.9,21.5,0.20,0.70,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO2,"35.7, -6.38",2012,3,0.0,20.0,18.1,22.3,0.20,0.70,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO2,"35.7, -6.38",2013,3,0.6,17.6,16.0,19.8,0.20,0.70,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO2,"35.7, -6.38",2014,3,1.3,20.1,18.3,22.5,0.20,0.70,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO2,"35.7, -6.38",2015,3,3.4,23.0,20.4,25.5,0.20,0.70,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO2,"35.7, -6.38",2010,4,0.0,18.9,16.7,21.2,0.20,0.70,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO2,"35.7, -6.38",2011,4,0.0,19.1,16.9,21.5,0.20,0.70,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO2,"35.7, -6.38",2012,4,0.0,20.1,18.2,22.5,0.20,0.70,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO2,"35.7, -6.38",2013,4,0.0,17.6,16.0,19.6,0.20,0.70,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO2,"35.7, -6.38",2014,4,1.4,19.9,18.2,22.4,0.20,0.70,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO2,"35.7, -6.38",2015,4,0.6,21.3,18.8,23.9,0.20,0.70,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO2,"35.7, -6.38",2010,5,0.0,18.3,16.4,20.6,0.20,0.70,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO2,"35.7, -6.38",2011,5,0.0,18.3,16.4,20.6,0.20,0.70,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO2,"35.7, -6.38",2012,5,0.0,18.3,16.4,20.6,0.20,0.70,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO2,"35.7, -6.38",2013,5,0.0,18.3,16.4,20.6,0.20,0.70,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO2,"35.7, -6.38",2014,5,0.7,19.4,18.1,21.7,0.20,0.70,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO2,"35.7, -6.38",2015,5,25.0,22.6,20.7,24.5,0.20,0.70,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO2,"35.7, -6.38",2010,6,0.0,18.1,16.4,20.2,0.20,0.70,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO2,"35.7, -6.38",2011,6,0.0,19.0,17.2,21.1,0.20,0.70,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO2,"35.7, -6.38",2012,6,0.0,20.3,18.3,23.1,0.20,0.70,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO2,"35.7, -6.38",2013,6,0.0,17.6,15.8,19.6,0.20,0.70,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO2,"35.7, -6.38",2014,6,0.0,19.5,17.9,22.0,0.20,0.70,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO2,"35.7, -6.38",2015,6,0.0,22.1,20.2,23.9,0.20,0.70,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO2,"35.7, -6.38",2010,7,0.0,18.2,16.5,20.5,0.20,0.70,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO2,"35.7, -6.38",2011,7,0.0,18.9,17.1,21.1,0.20,0.70,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO2,"35.7, -6.38",2012,7,0.0,20.1,18.4,22.5,0.20,0.70,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO2,"35.7, -6.38",2013,7,0.3,17.6,15.8,19.7,0.20,0.70,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO2,"35.7, -6.38",2014,7,0.6,19.3,17.7,21.8,0.20,0.70,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO2,"35.7, -6.38",2015,7,0.0,19.1,16.7,21.4,0.20,0.70,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO2,"35.7, -6.38",2010,8,0.0,19.0,17.0,21.0,0.20,0.70,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO2,"35.7, -6.38",2011,8,0.0,18.9,17.5,21.4,0.20,0.70,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO2,"35.7, -6.38",2012,8,0.0,20.4,18.3,22.6,0.20,0.70,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO2,"35.7, -6.38",2013,8,0.8,17.6,15.9,19.8,0.20,0.70,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO2,"35.7, -6.38",2014,8,2.1,19.2,17.7,21.9,0.20,0.70,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO2,"35.7, -6.38",2015,8,0.0,18.2,15.8,20.7,0.20,0.70,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO2,"35.7, -6.38",2010,9,0.0,19.0,16.6,21.5,0.20,0.70,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO2,"35.7, -6.38",2011,9,0.4,18.9,16.6,21.2,0.20,0.70,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO2,"35.7, -6.38",2012,9,0.0,20.3,18.0,22.9,0.20,0.70,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO2,"35.7, -6.38",2013,9,0.0,17.9,16.4,20.0,0.20,0.70,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO2,"35.7, -6.38",2014,9,0.5,19.6,17.8,21.9,0.20,0.70,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO2,"35.7, -6.38",2015,9,0.0,20.0,17.8,22.3,0.20,0.70,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO2,"35.7, -6.38",2010,10,0.0,18.8,17.2,21.3,0.20,0.70,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO2,"35.7, -6.38",2011,10,0.3,19.2,17.5,20.8,0.20,0.70,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO2,"35.7, -6.38",2012,10,0.0,20.2,18.0,22.8,0.20,0.70,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO2,"35.7, -6.38",2013,10,0.1,18.1,16.2,20.1,0.20,0.70,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO2,"35.7, -6.38",2014,10,0.4,19.6,18.2,21.9,0.20,0.70,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO2,"35.7, -6.38",2015,10,0.0,20.0,18.0,21.9,0.20,0.70,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO2,"35.7, -6.38",2010,11,0.6,18.9,16.7,21.4,0.20,0.70,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO2,"35.7, -6.38",2011,11,4.3,19.0,17.3,21.1,0.20,0.70,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO2,"35.7, -6.38",2012,11,0.0,19.9,18.1,22.2,0.20,0.70,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO2,"35.7, -6.38",2013,11,0.1,17.8,15.8,19.8,0.20,0.70,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO2,"35.7, -6.38",2014,11,4.9,19.5,17.7,21.9,0.20,0.70,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO2,"35.7, -6.38",2015,11,0.0,19.0,18.7,21.3,0.20,0.70,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO2,"35.7, -6.38",2010,12,0.0,19.1,17.0,21.9,0.20,0.70,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO2,"35.7, -6.38",2011,12,0.0,18.9,17.3,21.0,0.20,0.70,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO2,"35.7, -6.38",2012,12,0.0,20.0,17.9,22.4,0.20,0.70,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO2,"35.7, -6.38",2013,12,0.4,18.2,15.8,20.8,0.20,0.70,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,아스파라거스
페루,TRUJILLO2,"35.7, -6.38",2014,12,0.9,19.6,17.9,22.8,0.20,0.70,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,아스파라거스
