지역,일시,강수량,평균 일일 공기 온도(도),일일최소 온도(도),일일최대 온도(도),Regosol,Cambisol,Fluvisol,Arenosols,Solonchak,Rendzina,Podzols,Lithosols,Gleysols,Phaeozems,Ferralsols,Luvisol,Histosols,Acrisols,Andosols,Outcrops
정선군,2018-10-01,123.6,10.1,-0.9,23.7,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
정선군,2019-05-01,18.5,17.2,0.7,33.8,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
정선군,2019-04-01,59,9.9,-4.5,26.8,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
정선군,2017-04-01,74,12.4,-0.3,28.6,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
정선군,2018-03-01,67.5,5.9,-7.9,22.7,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
정선군,2018-11-01,66,5.1,-5.2,19.2,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
정선군,2017-11-01,27.6,3.8,-8.2,18.9,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
정선군,2018-04-01,141,11.4,-1.6,30,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
정선군,2018-12-01,29.9,-2.3,-15,12.6,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
정선군,2019-03-01,57,4.9,-4.4,18,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
정선군,2017-02-01,25.5,-1.1,-12.7,12.1,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
정선군,2017-03-01,23.6,3.8,-6.3,18.5,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
정선군,2018-01-01,8,-5.2,-20.1,9.3,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
정선군,2017-01-01,15.8,-3.1,-17.2,9.8,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
정선군,2019-02-01,30,0,-10.7,13.3,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
정선군,2018-02-01,26.5,-3.3,-18.7,11.1,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
정선군,2017-12-01,13.1,-3.4,-15,7.8,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
정선군,2019-01-01,0.8,-3,-13.8,9.2,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
전주,2017-07-01,216.4,27.1,21.6,34.3,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
전주,2018-07-01,169.1,27.8,18.3,36.8,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
전주,2018-08-01,368.9,28.6,19.8,38.9,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
전주,2017-08-01,272.3,26.2,16.3,35.1,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
전주,2018-09-01,101.8,21.7,10.4,31,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
전주,2018-06-01,137.2,23.1,15.2,34.8,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
전주,2018-05-01,122.1,18.9,7.8,30.3,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
전주,2017-06-01,100,22.3,11.5,33,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
전주,2017-10-01,28.2,16,2.4,28,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
전주,2017-09-01,91.9,21.4,10.9,30.7,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
전주,2019-05-01,45.6,18.9,5.6,32.4,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
전주,2018-10-01,123.2,13.9,4.4,26.7,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
전주,2017-05-01,51.5,18.8,9.7,30.3,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
전주,2019-04-01,98.5,12.6,0.1,29,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
전주,2018-04-01,98.7,14,0,28.4,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
전주,2018-11-01,35,9.2,-0.6,19.5,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
전주,2018-12-01,28.6,2,-9.6,19.6,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
전주,2017-11-01,3.1,7.5,-3.1,22.1,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
전주,2018-03-01,98,9,-4.8,24.6,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
전주,2019-03-01,33.1,7.7,-1.7,22.7,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
전주,2017-04-01,57.8,14,1.6,28.7,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
전주,2019-02-01,39.1,2.6,-6.4,15,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
전주,2017-02-01,52.6,1.9,-6.5,15.7,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
전주,2017-12-01,36.5,1,-9.4,14.1,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
전주,2017-03-01,24.1,6.5,-3,19.3,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
전주,2017-01-01,13.4,0.8,-9.7,13.7,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
전주,2018-02-01,21.5,0.4,-11.6,14.7,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
전주,2018-01-01,28.4,-1.5,-15,10.1,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
전주,2019-01-01,13.2,0.6,-7.4,9,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
장흥,2017-07-01,251,26.7,19.4,34.6,0,0.5,0,0,0,0,0,0.2,0.1,0,0,0,0,0.2,0,0
장흥,2017-08-01,216.5,26.2,14.9,35.6,0,0.5,0,0,0,0,0,0.2,0.1,0,0,0,0,0.2,0,0
장흥,2018-07-01,87.3,26.9,18.5,36.8,0,0.5,0,0,0,0,0,0.2,0.1,0,0,0,0,0.2,0,0
장흥,2018-08-01,302.8,27.6,18.8,36.2,0,0.5,0,0,0,0,0,0.2,0.1,0,0,0,0,0.2,0,0
장흥,2018-09-01,144.3,21.1,9.9,29.6,0,0.5,0,0,0,0,0,0.2,0.1,0,0,0,0,0.2,0,0
장흥,2017-09-01,96.4,21,7.1,29.3,0,0.5,0,0,0,0,0,0.2,0.1,0,0,0,0,0.2,0,0
장흥,2018-06-01,220.2,22.2,13.1,33,0,0.5,0,0,0,0,0,0.2,0.1,0,0,0,0,0.2,0,0
장흥,2017-06-01,123.2,21.8,11.6,32.7,0,0.5,0,0,0,0,0,0.2,0.1,0,0,0,0,0.2,0,0
장흥,2017-10-01,101.1,16,0.5,28.6,0,0.5,0,0,0,0,0,0.2,0.1,0,0,0,0,0.2,0,0
장흥,2018-10-01,193.5,13.9,2.4,26,0,0.5,0,0,0,0,0,0.2,0.1,0,0,0,0,0.2,0,0
장흥,2018-05-01,81.7,18.1,2.8,27.7,0,0.5,0,0,0,0,0,0.2,0.1,0,0,0,0,0.2,0,0
장흥,2017-05-01,29.9,18.9,6.3,33.2,0,0.5,0,0,0,0,0,0.2,0.1,0,0,0,0,0.2,0,0
장흥,2019-05-01,145.9,18,1.2,31.3,0,0.5,0,0,0,0,0,0.2,0.1,0,0,0,0,0.2,0,0
장흥,2017-04-01,52.5,14.3,-1.4,28.2,0,0.5,0,0,0,0,0,0.2,0.1,0,0,0,0,0.2,0,0
장흥,2019-04-01,78.5,12.3,-3,24.8,0,0.5,0,0,0,0,0,0.2,0.1,0,0,0,0,0.2,0,0
장흥,2018-04-01,112.2,13.5,-2.1,27.5,0,0.5,0,0,0,0,0,0.2,0.1,0,0,0,0,0.2,0,0
장흥,2018-11-01,35.2,9,-2.7,21.6,0,0.5,0,0,0,0,0,0.2,0.1,0,0,0,0,0.2,0,0
장흥,2018-12-01,35.5,3.5,-7.1,18.6,0,0.5,0,0,0,0,0,0.2,0.1,0,0,0,0,0.2,0,0
장흥,2019-03-01,62.4,8.1,-3.6,20.9,0,0.5,0,0,0,0,0,0.2,0.1,0,0,0,0,0.2,0,0
장흥,2018-03-01,133.8,8.6,-3.1,23.7,0,0.5,0,0,0,0,0,0.2,0.1,0,0,0,0,0.2,0,0
장흥,2017-11-01,1.7,7.6,-2.9,21.7,0,0.5,0,0,0,0,0,0.2,0.1,0,0,0,0,0.2,0,0
장흥,2019-02-01,41.4,3.9,-6.4,15.4,0,0.5,0,0,0,0,0,0.2,0.1,0,0,0,0,0.2,0,0
장흥,2017-02-01,33.3,2.9,-7.7,15.5,0,0.5,0,0,0,0,0,0.2,0.1,0,0,0,0,0.2,0,0
장흥,2017-12-01,23.4,1.4,-8.8,14.2,0,0.5,0,0,0,0,0,0.2,0.1,0,0,0,0,0.2,0,0
장흥,2017-03-01,29.1,6.9,-5.3,19.7,0,0.5,0,0,0,0,0,0.2,0.1,0,0,0,0,0.2,0,0
장흥,2018-02-01,26.3,1.3,-11.8,16.3,0,0.5,0,0,0,0,0,0.2,0.1,0,0,0,0,0.2,0,0
장흥,2018-01-01,38.1,-0.3,-13.2,12.4,0,0.5,0,0,0,0,0,0.2,0.1,0,0,0,0,0.2,0,0
장흥,2017-01-01,11.6,2.1,-7.9,14.8,0,0.5,0,0,0,0,0,0.2,0.1,0,0,0,0,0.2,0,0
장흥,2019-01-01,13.1,2.1,-8.2,11.5,0,0.5,0,0,0,0,0,0.2,0.1,0,0,0,0,0.2,0,0
장수,2017-08-01,262.7,23.4,11.7,35.3,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
장수,2017-07-01,276.1,25,17.8,32.3,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
장수,2018-08-01,565.5,25.4,13.7,36.5,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
장수,2018-07-01,104.5,25.4,15.3,36.2,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
장수,2018-06-01,182.2,20.7,10.3,32.4,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
장수,2018-09-01,133.6,18.1,4.1,27.9,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
장수,2017-06-01,68.2,20.1,6.7,32.8,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
장수,2017-09-01,148,17.6,3.4,29.2,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
장수,2018-05-01,116.3,16.9,4.9,28.6,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
장수,2017-10-01,72.3,12.6,-4.2,27.2,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
장수,2017-05-01,42.1,16.3,4,29.7,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
장수,2019-05-01,73.3,16.3,0.4,29.3,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
장수,2018-10-01,143.5,10.2,-1.1,23,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
장수,2017-04-01,86.8,11.8,-3.2,27.5,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
장수,2019-04-01,89,10.3,-5.9,27.2,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
장수,2018-04-01,170.5,11.7,-4.8,28.9,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
장수,2018-11-01,43.1,5.3,-5.4,20.5,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
장수,2018-12-01,28.3,-0.8,-14.7,16.8,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
장수,2018-03-01,122.7,6.4,-8,23.1,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
장수,2017-11-01,11.5,4.5,-6.6,20.5,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
장수,2019-03-01,49.5,5.2,-6.7,19,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
장수,2019-02-01,44.6,0.4,-13.3,13.2,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
장수,2017-02-01,73,-0.5,-11.7,12.8,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
장수,2017-12-01,33.9,-2.4,-15.5,11.8,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
장수,2017-03-01,42.9,3.5,-7.8,18.7,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
장수,2018-01-01,33.1,-3.9,-19.4,10,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
장수,2017-01-01,10.6,-2.4,-16.6,12.2,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
장수,2018-02-01,21.7,-2.4,-16.5,12.5,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
장수,2019-01-01,16.3,-2.2,-13.6,11.1,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
임실,2017-08-01,226,24.7,12.4,36.5,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
임실,2017-07-01,283.5,25.9,19.4,34.5,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
임실,2018-07-01,157.1,26.6,16.1,36.6,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
임실,2018-08-01,415.6,26.7,16.2,37.5,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
임실,2018-09-01,142.9,19.5,5.3,28.7,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
임실,2018-06-01,181.4,21.8,11.6,34.7,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
임실,2017-06-01,52.5,20.9,7.4,33.1,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
임실,2018-05-01,97.7,17.3,2.2,29.5,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
임실,2017-09-01,115.5,19.1,4.4,29.5,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
임실,2017-05-01,43.1,16.8,4.3,31.8,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
임실,2019-05-01,63.7,16.8,0.4,31.2,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
임실,2017-10-01,57.7,13.7,-3.1,28.3,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
임실,2018-10-01,117.4,11.2,0,24.2,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
임실,2018-04-01,129.7,12.4,-2.3,30.6,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
임실,2018-11-01,42.5,6.4,-5.4,20.9,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
임실,2019-04-01,84.7,10.9,-4.9,28.7,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
임실,2017-04-01,54,12.2,-3,28.9,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
임실,2018-03-01,95.1,7.3,-6.7,24.2,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
임실,2018-12-01,27.4,-0.1,-14,18.3,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
임실,2019-03-01,34.6,5.7,-6,21.1,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
임실,2017-11-01,14.2,4.9,-5.8,20.8,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
임실,2019-02-01,30.9,0.9,-11.3,14.7,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
임실,2017-02-01,39.4,0,-9.8,14.7,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
임실,2017-03-01,32.6,4,-7.8,19.2,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
임실,2017-12-01,31.2,-1.8,-14.9,12.2,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
임실,2018-01-01,41.8,-3.7,-20,10,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
임실,2017-01-01,8.6,-1.5,-14.7,14.4,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
임실,2018-02-01,19.6,-1.8,-18.3,14.6,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
임실,2019-01-01,11.1,-1.9,-12.4,11.5,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
인제,2018-08-01,266.5,24.9,14.7,37.7,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
인제,2017-07-01,524,24.4,18.2,33,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
인제,2017-08-01,299.6,22.8,13.2,35.8,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
인제,2018-07-01,278.5,24,12.7,35.9,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
인제,2018-06-01,71.3,20.9,10.1,32.4,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
인제,2018-09-01,66.6,17.6,7.7,28.4,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
인제,2018-05-01,180,15.6,2.8,29.8,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
인제,2017-09-01,51,18,5.6,28.8,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
인제,2017-06-01,105.5,20.1,7.8,33.1,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
인제,2019-05-01,12.5,17.5,1.5,32.3,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
인제,2019-04-01,43.9,9.8,-4.9,27,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
인제,2017-10-01,40.6,12.5,-2.8,25.7,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
인제,2017-05-01,33.1,17.4,6.5,30.8,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
인제,2018-10-01,107.7,9.5,-2.4,21.8,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
인제,2018-11-01,45.6,5.1,-6.5,18.6,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
인제,2018-04-01,127.2,10.9,-1.4,28.5,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
인제,2017-11-01,28.2,3.8,-9.4,17.9,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
인제,2018-03-01,31,6.2,-8.6,22,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
인제,2017-04-01,59.5,12.4,-0.7,26.7,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
인제,2018-12-01,19,-3.4,-16.8,12.2,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
인제,2019-03-01,35.2,4.7,-5.8,17.4,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
인제,2017-02-01,11,-1.8,-14.7,11.1,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
인제,2017-03-01,25.4,3.8,-6,18.1,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
인제,2019-02-01,28,-0.8,-12.4,12.8,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
인제,2017-01-01,11.4,-3.4,-16.8,10,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
인제,2018-02-01,14.7,-4,-20.3,9.9,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
인제,2017-12-01,20,-3.9,-17.3,7.8,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
인제,2018-01-01,6.2,-6,-21.3,7.9,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
인제,2019-01-01,0,-3.8,-15.4,8.1,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
이천,2018-08-01,327.3,27.1,16.4,39.4,0.1,0.3,0,0,0,0,0,0,0.1,0,0,0,0,0.5,0,0
이천,2017-08-01,303.8,24.2,12.5,37.1,0.1,0.3,0,0,0,0,0,0,0.1,0,0,0,0,0.5,0,0
이천,2018-07-01,228.6,26.8,14.3,37.5,0.1,0.3,0,0,0,0,0,0,0.1,0,0,0,0,0.5,0,0
이천,2017-07-01,454.9,25.5,20,34.7,0.1,0.3,0,0,0,0,0,0,0.1,0,0,0,0,0.5,0,0
이천,2018-09-01,96,19.6,7.1,30.9,0.1,0.3,0,0,0,0,0,0,0.1,0,0,0,0,0.5,0,0
이천,2018-06-01,104.7,22.4,12,33.7,0.1,0.3,0,0,0,0,0,0,0.1,0,0,0,0,0.5,0,0
이천,2018-05-01,189.2,17.2,5.5,29.9,0.1,0.3,0,0,0,0,0,0,0.1,0,0,0,0,0.5,0,0
이천,2019-05-01,18,18.8,3.8,33.7,0.1,0.3,0,0,0,0,0,0,0.1,0,0,0,0,0.5,0,0
이천,2017-09-01,27.9,19.6,5.7,30,0.1,0.3,0,0,0,0,0,0,0.1,0,0,0,0,0.5,0,0
이천,2017-06-01,47.2,22.2,10.5,34.7,0.1,0.3,0,0,0,0,0,0,0.1,0,0,0,0,0.5,0,0
이천,2017-10-01,18.7,14.1,-3.4,28,0.1,0.3,0,0,0,0,0,0,0.1,0,0,0,0,0.5,0,0
이천,2018-10-01,116.4,11,-1.3,27.2,0.1,0.3,0,0,0,0,0,0,0.1,0,0,0,0,0.5,0,0
이천,2017-05-01,23.2,18.5,5.7,30.8,0.1,0.3,0,0,0,0,0,0,0.1,0,0,0,0,0.5,0,0
이천,2019-04-01,48.8,11.3,-4.1,29.3,0.1,0.3,0,0,0,0,0,0,0.1,0,0,0,0,0.5,0,0
이천,2018-11-01,74.7,5.9,-5,20.3,0.1,0.3,0,0,0,0,0,0,0.1,0,0,0,0,0.5,0,0
이천,2018-04-01,145.8,12.2,-0.6,29.1,0.1,0.3,0,0,0,0,0,0,0.1,0,0,0,0,0.5,0,0
이천,2018-03-01,71.4,7.2,-8,23.1,0.1,0.3,0,0,0,0,0,0,0.1,0,0,0,0,0.5,0,0
이천,2017-04-01,42.3,13.1,-1.1,28.9,0.1,0.3,0,0,0,0,0,0,0.1,0,0,0,0,0.5,0,0
이천,2017-11-01,28.6,4.1,-8.7,19.8,0.1,0.3,0,0,0,0,0,0,0.1,0,0,0,0,0.5,0,0
이천,2018-12-01,29.8,-1.9,-15.9,13.4,0.1,0.3,0,0,0,0,0,0,0.1,0,0,0,0,0.5,0,0
이천,2019-03-01,40.2,6.1,-5.8,19.8,0.1,0.3,0,0,0,0,0,0,0.1,0,0,0,0,0.5,0,0
이천,2017-02-01,20.9,-0.4,-12.8,13.7,0.1,0.3,0,0,0,0,0,0,0.1,0,0,0,0,0.5,0,0
이천,2017-03-01,13.6,5.6,-5.8,19.6,0.1,0.3,0,0,0,0,0,0,0.1,0,0,0,0,0.5,0,0
이천,2019-02-01,34.1,0.1,-12.2,14.4,0.1,0.3,0,0,0,0,0,0,0.1,0,0,0,0,0.5,0,0
이천,2018-02-01,33.4,-2.5,-17.6,10.8,0.1,0.3,0,0,0,0,0,0,0.1,0,0,0,0,0.5,0,0
이천,2017-01-01,8.7,-2.6,-17.4,12.9,0.1,0.3,0,0,0,0,0,0,0.1,0,0,0,0,0.5,0,0
이천,2018-01-01,8.2,-4.5,-19.2,9.5,0.1,0.3,0,0,0,0,0,0,0.1,0,0,0,0,0.5,0,0
이천,2017-12-01,30.2,-3.1,-15.5,8.4,0.1,0.3,0,0,0,0,0,0,0.1,0,0,0,0,0.5,0,0
이천,2019-01-01,1.3,-2.3,-14.6,9.3,0.1,0.3,0,0,0,0,0,0,0.1,0,0,0,0,0.5,0,0
의성,2018-07-01,197.6,27.7,14.7,39.9,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
의성,2017-08-01,121.2,25,11.8,36.6,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
의성,2017-07-01,242.8,26.1,15.4,36.2,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
의성,2018-08-01,180,27.8,16.2,40.4,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
의성,2018-09-01,101.7,19.9,7.5,31.1,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
의성,2018-06-01,70.4,22.7,11,36.3,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
의성,2017-09-01,74.7,19.2,4.6,30.7,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
의성,2018-05-01,104.5,18.4,3,32.4,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
의성,2017-10-01,49,14,-4,28.2,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
의성,2017-06-01,28.2,22.1,8,36.1,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
의성,2019-05-01,39.7,18.6,1.9,34.6,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
의성,2018-10-01,113,11.8,-1.4,26.2,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
의성,2017-05-01,40.3,18.2,3.8,34,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
의성,2018-11-01,22.7,6.1,-7.2,21.3,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
의성,2017-04-01,78.2,13.2,-2.4,31.5,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
의성,2019-04-01,83.1,11.8,-5.3,28.4,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
의성,2018-03-01,111.6,7.5,-7.5,25,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
의성,2018-04-01,121.5,13.5,-2.6,33.1,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
의성,2018-12-01,22.4,-0.9,-15,16.3,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
의성,2019-03-01,22.6,6.9,-7.2,25.1,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
의성,2017-11-01,0.5,4.4,-9.4,21.8,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
의성,2017-03-01,21.1,5.4,-8.9,20.6,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
의성,2017-02-01,23.5,0.1,-13.5,16.5,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
의성,2018-02-01,20,-1.9,-18.5,15.7,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
의성,2018-01-01,14,-3.6,-19.2,12.4,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
의성,2019-02-01,23,1.5,-11.3,15.7,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
의성,2017-12-01,10.1,-2.4,-16.2,12.2,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
